,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
139,"RT @QasimRashid: Hate speech under new Twitter:
•Anti-Black Slurs:🔺202%
•Antisemitism:🔺61%
•Homophobic Slurs:🔺58%

Meanwhile:
•Top 100 Adve…", hate speech under new twitter   anti black slurs  202   antisemitism  61   homophobic slurs  58   meanwhile   top 100 adve ,-0.08257575757575758,0.571969696969697,negative,0.263,0.658,0.079,-0.6369
141,잘 들고 가면 내 정원 같이 가게 해줄게. 당연히 물 쏟으면 안되고~,                                      ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
142,"RT @PintoMarketing: Lo que no existía en la navidad de hace 20 años: 

iPhone
Facebook
YouTube
Twitter
Instagram
Android
iPad
Gmail
Netflix…", lo que no exist a en la navidad de hace 20 a os    iphone facebook youtube twitter instagram android ipad gmail netflix ,0.0,0.0,negative,0.104,0.896,0.0,-0.296
144,"@ErisNGeboku_com あの台に３枚目入ったら正直厳しそう🥺
よく巻き返しましたね・・・💦",  com                                  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
145,RT @EarthAccounting: #Germany's #EVs Near 40% Share - Tesla Model 3 Bestseller https://t.co/rNRKTOd2IG via @cleantechnica,  germany s  evs near 40  share   tesla model 3 bestseller   via  ,0.1,0.4,positive,0.0,0.784,0.216,0.296
146,RT @JUNlPER: elonfan420:  hello elon ✋ my bored ape got stolen and my wife is threatening divorce.  i lost my childs college fund and she’s…, elonfan420   hello elon   my bored ape got stolen and my wife is threatening divorce   i lost my childs college fund and she s ,-0.5,1.0,negative,0.393,0.607,0.0,-0.875
147,"RT @Thenationth: American electric vehicle maker Tesla has had a swift start in Thailand, with consumers reserving more than 5,000 units of…", american electric vehicle maker tesla has had a swift start in thailand  with consumers reserving more than 5 000 units of ,0.25,0.25,positive,0.0,0.909,0.091,0.2023
149,Awesome to see @Tesla opening up its charging infrastructure to other EVs. Its a new era of #ElectricVehicles inter… https://t.co/lEforiV9JV,awesome to see   opening up its charging infrastructure to other evs  its a new era of  electricvehicles inter   ,0.3371212121212121,0.6098484848484849,positive,0.0,0.796,0.204,0.6249
150,#Germany's #EVs Near 40% Share - Tesla Model 3 Bestseller https://t.co/rNRKTOd2IG via @cleantechnica, germany s  evs near 40  share   tesla model 3 bestseller   via  ,0.1,0.4,positive,0.0,0.784,0.216,0.296
151,https://t.co/SHqdpbP3PY : 879f2465-15db-4e26-8435-477da3fbd0b7,    879f2465 15db 4e26 8435 477da3fbd0b7,0.0,0.0,neutral,0.0,1.0,0.0,0.0
152,"Why, thank you, sir!  https://t.co/EapaxaAc5z",why  thank you  sir    ,0.0,0.0,positive,0.0,0.545,0.455,0.3612
153,@nanononanoni 👀👁️👁️👀👁️👀,           ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
156,@the_baumgartner @FonsDK @elonmusk @TeslaBoomerMama @EmmetPeppers @jasondebolt @SawyerMerritt @WholeMarsBlog… https://t.co/NNWzoEmKEw,  baumgartner                 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
158,"RT @MuskUniversity: “Tesla is best understood as a collection of about a dozen startups, mostly in series, increasingly in parallel. Every…",  tesla is best understood as a collection of about a dozen startups  mostly in series  increasingly in parallel  every ,0.5,0.26666666666666666,positive,0.0,0.792,0.208,0.6369
159,"@nanononanoni 好感度虹が大前提かつ出現率激低です🥺
フォロワーさんが？？？枚出してた時も消化中、一回も出なかったくらいっすからね・・・",                                                              ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
160,RT @BAZSMDUNGEON: @udiWertheimer @poordart Nice than last one https://t.co/IwQDHfKVra,     nice than last one  ,0.3,0.5333333333333333,positive,0.0,0.517,0.483,0.4215
161,@HASOsyalmedya @akifrencber #EVENT https://t.co/wAi5Xv9PE5,     event  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
163,tesla guys are obsessed with being uber drivers,tesla guys are obsessed with being uber drivers,-0.5,1.0,negative,0.195,0.805,0.0,-0.1779
165,Tesla Cybertruck body with single-piece rear megacast spotted in Giga Texas https://t.co/HDWTv0R74y,tesla cybertruck body with single piece rear megacast spotted in giga texas  ,-0.07142857142857142,0.21428571428571427,neutral,0.0,1.0,0.0,0.0
167,40 Tesla Megapacks replace WW2 turbojet generator in Belgium https://t.co/9NiOO2P38c,40 tesla megapacks replace ww2 turbojet generator in belgium  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
168,"RT @BogusThought: Ask not what Tesla can do for you,
ask what you can do for Tesla

https://t.co/LYOQ0inN7i", ask not what tesla can do for you  ask what you can do for tesla   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
169,"Tesla FSD’s prolonged release doesn’t make it a ‘fraud,’ company says https://t.co/Ocm0GV8CPF",tesla fsd s prolonged release doesn t make it a  fraud   company says  ,0.0,0.0,negative,0.297,0.703,0.0,-0.5859
170,The Tesla Model S Plaid continues to collect lap records https://t.co/AiO6wjH2JQ,the tesla model s plaid continues to collect lap records  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
172,Tesla Model S and X Plaid arrive in Germany for first deliveries https://t.co/Cx1Soh2mBv,tesla model s and x plaid arrive in germany for first deliveries  ,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
173,Tesla Cybertruck body with single-piece rear megacast spotted in Giga Texas https://t.co/XoHQit91Xi https://t.co/QUuJ7xYun9,tesla cybertruck body with single piece rear megacast spotted in giga texas    ,-0.07142857142857142,0.21428571428571427,neutral,0.0,1.0,0.0,0.0
174,Tesla Model 3 overtakes Model Y as Germany’s favorite EV https://t.co/iDfDM59MwA,tesla model 3 overtakes model y as germany s favorite ev  ,0.5,1.0,positive,0.0,0.7,0.3,0.4588
176,40 Tesla Megapacks replace WW2 turbojet generator in Belgium https://t.co/UTX9qNdP9K https://t.co/sXXUWnAyG5,40 tesla megapacks replace ww2 turbojet generator in belgium    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
177,Tesla gets one of its most bullish comments from Elon Musk to date https://t.co/bEa1CqPuvV,tesla gets one of its most bullish comments from elon musk to date  ,0.5,0.5,neutral,0.0,1.0,0.0,0.0
178,"Tesla FSD’s prolonged release doesn’t make it a ‘fraud,’ company says https://t.co/4DiJdJzhnE https://t.co/BRetHLZwqh",tesla fsd s prolonged release doesn t make it a  fraud   company says    ,0.0,0.0,negative,0.297,0.703,0.0,-0.5859
179,Tesla’s Elon Musk sounds alarm on Lucid Motors: “They are not long for this world” https://t.co/Fgqcccp7dG,tesla s elon musk sounds alarm on lucid motors   they are not long for this world   ,0.025,0.4,negative,0.146,0.854,0.0,-0.34
180,"@Tropezz dar klevų sirupas, bet jis už kadro ir ten blynai, nes tešla su kefyru ir marskapone",  dar klev  sirupas  bet jis u  kadro ir ten blynai  nes te la su kefyru ir marskapone,0.0,0.0,neutral,0.0,1.0,0.0,0.0
182,"RT @Nigelj08223326: Elon Musk could 👉lose world’s richest person title as Tesla value almost halves https://t.co/t8mvW0Uy3t

Why is this im…", elon musk could  lose world s richest person title as tesla value almost halves    why is this im ,0.0,0.0,positive,0.12,0.622,0.258,0.4767
184,@RealMichelangel @BigMommaLurka @RadioFreeTom Now ain't that the truth. He's done some fantastic things with SpaceX… https://t.co/Ey2CfYIi32,      now ain t that the truth  he s done some fantastic things with spacex   ,0.4,0.9,positive,0.0,0.629,0.371,0.7096
185,RT @maddenifico: @jack @elonmusk @Cernovich @annecollier @eirliani @podesta_lesley @ellagirwin Can you imagine Elon Musk ever offering to m…,             lesley   can you imagine elon musk ever offering to m ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
188,@EzerRatchaga @hwfeinstein US government agency is beholden to big business and totally corrupt. When an EV malfunc… https://t.co/mv65amvVrb,    us government agency is beholden to big business and totally corrupt  when an ev malfunc   ,-0.25,0.55,neutral,0.0,1.0,0.0,0.0
192,RT @ChineseWSJ: #本周热读 知情人士透露，来自富士康创始人郭台铭的一封信在说服中共领导层加快推进与取消中国动态清零政策有关的计划方面发挥了重要作用。 在给中国领导人的这封信中，他提醒说，严格的防疫管控将威胁到中国在全球供应链中的核心地位。https://t.co…,                                                                                                                 ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
193,"RT @kriptoxmax: Tesla CEO’su Elon #Musk: Fed önümüzdeki hafta faizleri yeniden artırırsa, #resesyon riski büyük ölçüde artacak.

#Btc #Bitc…", tesla ceo su elon  musk  fed  n m zdeki hafta faizleri yeniden art r rsa   resesyon riski b y k  l  de artacak    btc  bitc ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
195,"@eaJPark Dude, you bought tesla, that's why... #eaJTypicalStory",  dude  you bought tesla  that s why     eajtypicalstory,0.0,0.0,neutral,0.0,1.0,0.0,0.0
196,@BabaCugs @BlackberryXRP @busterdogdad @CooperDogDad Holiday giveaway has started https://t.co/7lTeA20Kwd,        holiday giveaway has started  ,0.0,0.0,positive,0.0,0.526,0.474,0.4019
197,"RT @RUkrainka: Щодо переслідування мера Чернігова Владислава Атрошенка 

Формально на Атрошенка склала адміністративний протокол НАЗК за те…",                                                                                                                              ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
198,@coinmamba @TrevorH38250934 #EVENT https://t.co/vqIoIAcF7I,     event  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
199,@daddie86 私も気になりますが工賃的には両面テープのような気がしてます,                               ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
200,#ClimateChange #ClimateCrisis #ClimateEmergency #ClimateAction  #DjokovicOut #NFTCommunity #NFTdrop #uckurus… https://t.co/jzPLD7qguA, climatechange  climatecrisis  climateemergency  climateaction   djokovicout  nftcommunity  nftdrop  uckurus   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
201,@elonmusk I don't think there are 140 crore people in India. India has the second largest population in the world w… https://t.co/2Gi8dlZ5q5,  i don t think there are 140 crore people in india  india has the second largest population in the world w   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
202,"@Gfilche @elonmusk You tweet doesnt make sense at all, how is Tesla fair valued at 600B if you believe in 5T in 203… https://t.co/zDmtnrLzsG",    you tweet doesnt make sense at all  how is tesla fair valued at 600b if you believe in 5t in 203   ,0.7,0.9,positive,0.0,0.785,0.215,0.6369
203,"@TeslaSg @KoguanLeo Hes not my voice. I want whats best for Tesla over the long term, and share buybacks at this moment are not.",    hes not my voice  i want whats best for tesla over the long term  and share buybacks at this moment are not ,0.475,0.35,positive,0.048,0.703,0.25,0.7334
204,"RT @elonmusk: Tesla team just completed a 500 mile drive with a Tesla Semi weighing in at 81,000 lbs!", tesla team just completed a 500 mile drive with a tesla semi weighing in at 81 000 lbs ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
205,"RT @JavierSirvent: Queda claro q la industria del automóvil europeo se va a la 💩
O todo lo q sea hundir a Elon y a Tesla ""les viene estupen…", queda claro q la industria del autom vil europeo se va a la   o todo lo q sea hundir a elon y a tesla  les viene estupen ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
207,"HERE'S SOMETHING NEW! 
Tesla Upgrades Rear Screen in Model S and Model X for 2023 🔥 https://t.co/IjFqAk354D 
#teslamodels #tesla #models",here s something new   tesla upgrades rear screen in model s and model x for 2023       teslamodels  tesla  models,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
208,"Should have an introduction email from me to Tesla, dated December 26th, 2021.",should have an introduction email from me to tesla  dated december 26th  2021 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
209,Tesla Cybertruck body with single-piece rear megacast spotted in Giga Texas https://t.co/rKCOvCQ3Nz https://t.co/qM0XwOn0ry,tesla cybertruck body with single piece rear megacast spotted in giga texas    ,-0.07142857142857142,0.21428571428571427,neutral,0.0,1.0,0.0,0.0
210,"Ein Tesla-Besitzer berichtet, dass sein fünf Tage altes Auto plötzlich ausfiel und er darin fest saß und nicht mehr… https://t.co/407XKFFxmr",ein tesla besitzer berichtet  dass sein f nf tage altes auto pl tzlich ausfiel und er darin fest sa  und nicht mehr   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
211,"Tesla 
Spaces x
Twitter https://t.co/klrxF85Xsm",tesla  spaces x twitter  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
212,@ev_tesla_sc 純正も両面テープだけなのか、ビス等で固定するかが気になります。,  tesla sc                                ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
213,"@Andoni_Tesla @elespanolcom @IEA Es tu opinión (muy respetable) basada en un dato erróneo, puesto que la mediana mu… https://t.co/ezWFxNL6ZJ",  tesla     es tu opini n  muy respetable  basada en un dato err neo  puesto que la mediana mu   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
214,"@elonmusk Mr. Elon why you haven't put solar panels on the roof of Tesla.🤔
So, it can be charged while running or i… https://t.co/Izsw5EAhZa",  mr  elon why you haven t put solar panels on the roof of tesla   so  it can be charged while running or i   ,0.0,0.0,negative,0.083,0.917,0.0,-0.2023
215,"RT @RealYouTubeKids: “Yo where the fuck is my Tesla”

Pit bull with a suspiciously large, Tesla shaded stomach: “haha… *erp* idk”",  yo where the fuck is my tesla   pit bull with a suspiciously large  tesla shaded stomach   haha   erp  idk ,0.0047619047619047545,0.44285714285714284,negative,0.309,0.569,0.122,-0.5574
216,"RT @CoalDead: Mimimi … es gibt keine Speicher … mimimi …
„50MW of power &amp; 100MWh“", mimimi   es gibt keine speicher   mimimi    50mw of power  amp  100mwh ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
217,@TESLA_no_TUNO やはりテスナイは一緒じゃないと😋💦,  no tuno                  ,0.0,0.0,negative,0.688,0.312,0.0,-0.296
218,"@C_S_Skeptic @hannah___moreno @Tesla @elonmusk Pretty sure they give off highly toxic fumes, they are not even good for being a campfire",  s skeptic     moreno     pretty sure they give off highly toxic fumes  they are not even good for being a campfire,0.40249999999999997,0.7572222222222222,negative,0.235,0.538,0.227,0.2061
219,@TeeTee_tesla https://t.co/cBwlgcNLUo,  tesla  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
220,@BadBeanieMan Do you follow @TroyTeslike’s patreon updates?  Tesla production is slowing down to match reduced demand.,  do you follow   s patreon updates   tesla production is slowing down to match reduced demand ,-0.15555555555555559,0.2888888888888889,negative,0.103,0.897,0.0,-0.128
222,@Hotpockets4ever @AgathtagA @TOrynski @elonmusk The Tesla Semi goes further than you are legally allowed to go in a… https://t.co/BcKVMWzJs6,        the tesla semi goes further than you are legally allowed to go in a   ,0.1,0.35,positive,0.0,0.896,0.104,0.1027
225,"@HullTeslaModel3 Set the charge timer on your charger rather than the rubbish Tesla ""start time"" nonsense.
The MG4… https://t.co/aYP4TMuYhm",  set the charge timer on your charger rather than the rubbish tesla  start time  nonsense  the mg4   ,0.0,0.0,negative,0.144,0.856,0.0,-0.4019
